tsne1,tsne2,class_idx,class_name,aug,snr
-0.0881,37.8492,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),6
-22.2502,-27.7956,0,8PSK,AutoSMC + IQ-Mixup (Method 1),6
21.9575,23.0706,6,PAM4,AutoSMC + IQ-Mixup (Method 1),6
9.0103,-3.2454,8,QAM64,AutoSMC + IQ-Mixup (Method 1),6
52.3586,6.6344,8,QAM64,AutoSMC + IQ-Mixup (Method 1),6
25.4190,27.3735,6,PAM4,AutoSMC + IQ-Mixup (Method 1),6
-21.0254,-21.5952,0,8PSK,AutoSMC + IQ-Mixup (Method 1),6
-49.0692,-8.3397,9,QPSK,AutoSMC + IQ-Mixup (Method 1),6
8.1640,-1.0006,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),6
-23.6118,-20.0864,0,8PSK,AutoSMC + IQ-Mixup (Method 1),6
-1.4384,33.1245,10,WBFM,AutoSMC + IQ-Mixup (Method 1),6
1.9345,51.8723,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),6
-37.4168,25.4261,3,BPSK,AutoSMC + IQ-Mixup (Method 1),6
33.6660,-24.2003,7,QAM16,AutoSMC + IQ-Mixup (Method 1),6
-42.0598,-12.2356,9,QPSK,AutoSMC + IQ-Mixup (Method 1),6
14.8560,-4.8909,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),6
-25.5039,-25.3704,0,8PSK,AutoSMC + IQ-Mixup (Method 1),6
-3.2743,35.0274,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),6
26.7219,18.5565,6,PAM4,AutoSMC + IQ-Mixup (Method 1),6
4.2348,45.0253,10,WBFM,AutoSMC + IQ-Mixup (Method 1),6
32.1411,-21.9996,7,QAM16,AutoSMC + IQ-Mixup (Method 1),6
6.5243,50.8486,10,WBFM,AutoSMC + IQ-Mixup (Method 1),6
-13.9852,-6.1078,5,GFSK,AutoSMC + IQ-Mixup (Method 1),6
6.3454,-51.0890,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),6
-38.8528,-10.6417,9,QPSK,AutoSMC + IQ-Mixup (Method 1),6
-39.9184,18.0163,3,BPSK,AutoSMC + IQ-Mixup (Method 1),6
-15.4608,-3.3762,5,GFSK,AutoSMC + IQ-Mixup (Method 1),6
3.1927,-41.6626,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),6
22.4135,24.2099,6,PAM4,AutoSMC + IQ-Mixup (Method 1),6
-36.0604,16.9506,3,BPSK,AutoSMC + IQ-Mixup (Method 1),6
27.1295,21.8344,6,PAM4,AutoSMC + IQ-Mixup (Method 1),6
-4.4270,34.2255,10,WBFM,AutoSMC + IQ-Mixup (Method 1),6
-41.1319,-8.2952,9,QPSK,AutoSMC + IQ-Mixup (Method 1),6
29.0168,-28.6192,7,QAM16,AutoSMC + IQ-Mixup (Method 1),6
51.7864,5.1880,8,QAM64,AutoSMC + IQ-Mixup (Method 1),6
-9.2423,26.9879,10,WBFM,AutoSMC + IQ-Mixup (Method 1),6
-44.7711,-11.0072,9,QPSK,AutoSMC + IQ-Mixup (Method 1),6
