tsne1,tsne2,class_idx,class_name,aug,snr
0.8199,-15.2967,2,AM-SSB,AutoSMC + All Methods (1+4+5 Combined),6
-2.8730,-56.0388,3,BPSK,AutoSMC + All Methods (1+4+5 Combined),6
-44.1647,1.2633,0,8PSK,AutoSMC + All Methods (1+4+5 Combined),6
-12.2065,54.4696,4,CPFSK,AutoSMC + All Methods (1+4+5 Combined),6
-6.0671,2.0255,1,AM-DSB,AutoSMC + All Methods (1+4+5 Combined),6
-51.2226,9.9879,0,8PSK,AutoSMC + All Methods (1+4+5 Combined),6
32.7040,-34.8398,6,PAM4,AutoSMC + All Methods (1+4+5 Combined),6
25.8184,33.8493,5,GFSK,AutoSMC + All Methods (1+4+5 Combined),6
-10.1289,54.7008,4,CPFSK,AutoSMC + All Methods (1+4+5 Combined),6
24.8867,31.2465,5,GFSK,AutoSMC + All Methods (1+4+5 Combined),6
-34.7507,-14.4204,9,QPSK,AutoSMC + All Methods (1+4+5 Combined),6
-11.6673,21.3344,1,AM-DSB,AutoSMC + All Methods (1+4+5 Combined),6
-49.1084,6.1267,0,8PSK,AutoSMC + All Methods (1+4+5 Combined),6
3.7267,-22.8305,2,AM-SSB,AutoSMC + All Methods (1+4+5 Combined),6
28.0204,-35.9734,6,PAM4,AutoSMC + All Methods (1+4+5 Combined),6
-6.9983,2.1546,1,AM-DSB,AutoSMC + All Methods (1+4+5 Combined),6
-14.9956,14.0144,10,WBFM,AutoSMC + All Methods (1+4+5 Combined),6
26.8071,-38.4525,6,PAM4,AutoSMC + All Methods (1+4+5 Combined),6
16.3674,24.6608,5,GFSK,AutoSMC + All Methods (1+4+5 Combined),6
-42.0716,2.3082,0,8PSK,AutoSMC + All Methods (1+4+5 Combined),6
22.3022,35.2505,5,GFSK,AutoSMC + All Methods (1+4+5 Combined),6
-12.2988,53.1566,4,CPFSK,AutoSMC + All Methods (1+4+5 Combined),6
1.3841,-19.4615,2,AM-SSB,AutoSMC + All Methods (1+4+5 Combined),6
-43.9998,6.2139,0,8PSK,AutoSMC + All Methods (1+4+5 Combined),6
-49.6343,11.5514,0,8PSK,AutoSMC + All Methods (1+4+5 Combined),6
32.0547,-38.6991,6,PAM4,AutoSMC + All Methods (1+4+5 Combined),6
-4.0897,19.7671,1,AM-DSB,AutoSMC + All Methods (1+4+5 Combined),6
50.3791,2.5399,8,QAM64,AutoSMC + All Methods (1+4+5 Combined),6
48.5697,7.0874,8,QAM64,AutoSMC + All Methods (1+4+5 Combined),6
-0.1458,0.1993,1,AM-DSB,AutoSMC + All Methods (1+4+5 Combined),6
-8.4544,3.6333,1,AM-DSB,AutoSMC + All Methods (1+4+5 Combined),6
-37.5633,-16.8140,9,QPSK,AutoSMC + All Methods (1+4+5 Combined),6
23.9111,28.3612,5,GFSK,AutoSMC + All Methods (1+4+5 Combined),6
32.6005,-3.1834,7,QAM16,AutoSMC + All Methods (1+4+5 Combined),6
-12.8028,-49.8994,3,BPSK,AutoSMC + All Methods (1+4+5 Combined),6
56.4591,13.8293,8,QAM64,AutoSMC + All Methods (1+4+5 Combined),6
28.0552,-33.6654,6,PAM4,AutoSMC + All Methods (1+4+5 Combined),6
26.1074,-41.8804,6,PAM4,AutoSMC + All Methods (1+4+5 Combined),6
-46.6855,-0.2630,0,8PSK,AutoSMC + All Methods (1+4+5 Combined),6
-17.0477,9.0140,10,WBFM,AutoSMC + All Methods (1+4+5 Combined),6
-48.7463,3.9393,0,8PSK,AutoSMC + All Methods (1+4+5 Combined),6
42.1310,-0.2590,8,QAM64,AutoSMC + All Methods (1+4+5 Combined),6
-2.4315,-21.1271,2,AM-SSB,AutoSMC + All Methods (1+4+5 Combined),6
-31.6844,-11.1259,9,QPSK,AutoSMC + All Methods (1+4+5 Combined),6
-1.4056,23.9247,10,WBFM,AutoSMC + All Methods (1+4+5 Combined),6
-6.1436,3.4748,10,WBFM,AutoSMC + All Methods (1+4+5 Combined),6
-6.7787,-55.3664,3,BPSK,AutoSMC + All Methods (1+4+5 Combined),6
55.6256,13.7048,8,QAM64,AutoSMC + All Methods (1+4+5 Combined),6
-3.8551,5.0019,1,AM-DSB,AutoSMC + All Methods (1+4+5 Combined),6
52.0734,1.9313,8,QAM64,AutoSMC + All Methods (1+4+5 Combined),6
-37.3870,-14.5528,9,QPSK,AutoSMC + All Methods (1+4+5 Combined),6
-8.9932,-58.8209,3,BPSK,AutoSMC + All Methods (1+4+5 Combined),6
23.3268,-2.2134,7,QAM16,AutoSMC + All Methods (1+4+5 Combined),6
22.3651,-3.2218,7,QAM16,AutoSMC + All Methods (1+4+5 Combined),6
-1.5140,0.5052,1,AM-DSB,AutoSMC + All Methods (1+4+5 Combined),6
-36.6512,-5.6190,9,QPSK,AutoSMC + All Methods (1+4+5 Combined),6
4.1590,-23.0043,2,AM-SSB,AutoSMC + All Methods (1+4+5 Combined),6
-9.3469,-48.1584,3,BPSK,AutoSMC + All Methods (1+4+5 Combined),6
-13.4907,49.5319,4,CPFSK,AutoSMC + All Methods (1+4+5 Combined),6
21.5434,30.6828,5,GFSK,AutoSMC + All Methods (1+4+5 Combined),6
51.1496,3.1317,8,QAM64,AutoSMC + All Methods (1+4+5 Combined),6
-8.9720,-51.7984,3,BPSK,AutoSMC + All Methods (1+4+5 Combined),6
-5.2505,20.9422,10,WBFM,AutoSMC + All Methods (1+4+5 Combined),6
-0.0000,-21.7359,2,AM-SSB,AutoSMC + All Methods (1+4+5 Combined),6
-4.9462,-18.9382,2,AM-SSB,AutoSMC + All Methods (1+4+5 Combined),6
-35.0911,-15.2208,9,QPSK,AutoSMC + All Methods (1+4+5 Combined),6
-10.8169,-46.7322,3,BPSK,AutoSMC + All Methods (1+4+5 Combined),6
-39.3302,-13.0501,9,QPSK,AutoSMC + All Methods (1+4+5 Combined),6
-14.9622,10.7681,1,AM-DSB,AutoSMC + All Methods (1+4+5 Combined),6
-3.2481,5.4399,1,AM-DSB,AutoSMC + All Methods (1+4+5 Combined),6
56.3374,12.1137,8,QAM64,AutoSMC + All Methods (1+4+5 Combined),6
27.8917,-31.0822,6,PAM4,AutoSMC + All Methods (1+4+5 Combined),6
0.7445,-23.9614,3,BPSK,AutoSMC + All Methods (1+4+5 Combined),6
-15.1480,52.3094,4,CPFSK,AutoSMC + All Methods (1+4+5 Combined),6
