tsne1,tsne2,class_idx,class_name,aug,snr
28.8661,-12.5465,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),-6
-14.2147,-20.4164,5,GFSK,AutoSMC + IQ-Mixup (Method 1),-6
-41.6470,26.9662,8,QAM64,AutoSMC + IQ-Mixup (Method 1),-6
7.0289,-7.9207,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),-6
-16.3777,14.9089,6,PAM4,AutoSMC + IQ-Mixup (Method 1),-6
-7.3682,21.0310,6,PAM4,AutoSMC + IQ-Mixup (Method 1),-6
29.3361,-18.9564,0,8PSK,AutoSMC + IQ-Mixup (Method 1),-6
28.6060,-16.0461,3,BPSK,AutoSMC + IQ-Mixup (Method 1),-6
31.9404,10.2709,9,QPSK,AutoSMC + IQ-Mixup (Method 1),-6
36.7128,7.3271,9,QPSK,AutoSMC + IQ-Mixup (Method 1),-6
34.6907,-13.4222,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),-6
-19.5325,47.4184,7,QAM16,AutoSMC + IQ-Mixup (Method 1),-6
-41.5018,23.2251,8,QAM64,AutoSMC + IQ-Mixup (Method 1),-6
12.2740,21.9584,3,BPSK,AutoSMC + IQ-Mixup (Method 1),-6
-17.4626,51.6837,7,QAM16,AutoSMC + IQ-Mixup (Method 1),-6
-19.1680,39.8986,7,QAM16,AutoSMC + IQ-Mixup (Method 1),-6
16.6249,-9.1369,5,GFSK,AutoSMC + IQ-Mixup (Method 1),-6
35.1099,-35.2703,2,AM-SSB,AutoSMC + IQ-Mixup (Method 1),-6
-14.1764,22.9281,6,PAM4,AutoSMC + IQ-Mixup (Method 1),-6
-38.0096,-18.7389,10,WBFM,AutoSMC + IQ-Mixup (Method 1),-6
-11.2410,51.9408,7,QAM16,AutoSMC + IQ-Mixup (Method 1),-6
-25.0534,-27.5759,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),-6
13.2749,25.4959,3,BPSK,AutoSMC + IQ-Mixup (Method 1),-6
-26.0723,-16.1967,10,WBFM,AutoSMC + IQ-Mixup (Method 1),-6
-29.6375,-21.1782,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),-6
22.4607,-11.3844,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),-6
-38.7714,25.9000,8,QAM64,AutoSMC + IQ-Mixup (Method 1),-6
-7.3114,-24.7169,5,GFSK,AutoSMC + IQ-Mixup (Method 1),-6
-7.3821,-16.7311,10,WBFM,AutoSMC + IQ-Mixup (Method 1),-6
-43.3737,17.1800,8,QAM64,AutoSMC + IQ-Mixup (Method 1),-6
-42.5642,20.6683,8,QAM64,AutoSMC + IQ-Mixup (Method 1),-6
-17.8255,40.3470,7,QAM16,AutoSMC + IQ-Mixup (Method 1),-6
17.9231,-15.1254,9,QPSK,AutoSMC + IQ-Mixup (Method 1),-6
-16.3033,-23.5428,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),-6
-6.5727,16.5477,6,PAM4,AutoSMC + IQ-Mixup (Method 1),-6
-26.1186,-26.1996,1,AM-DSB,AutoSMC + IQ-Mixup (Method 1),-6
9.9566,-25.6361,5,GFSK,AutoSMC + IQ-Mixup (Method 1),-6
-19.1591,46.4833,7,QAM16,AutoSMC + IQ-Mixup (Method 1),-6
16.3995,20.9536,3,BPSK,AutoSMC + IQ-Mixup (Method 1),-6
27.3965,-1.3429,0,8PSK,AutoSMC + IQ-Mixup (Method 1),-6
-17.0751,15.0934,6,PAM4,AutoSMC + IQ-Mixup (Method 1),-6
40.8871,2.9062,9,QPSK,AutoSMC + IQ-Mixup (Method 1),-6
31.9755,4.3039,4,CPFSK,AutoSMC + IQ-Mixup (Method 1),-6
-11.0194,17.1346,6,PAM4,AutoSMC + IQ-Mixup (Method 1),-6
-17.1762,17.0124,6,PAM4,AutoSMC + IQ-Mixup (Method 1),-6
